"text","emotion","polarity"
"after qvc made check balances for an item i was interested in purchasing the bank charge my account overdraft fees for each and everyone fund check that was made even though no actual purchase was made no payment was made to qvc and yet bank atlantic charge my account more thanand counting when i found out that all my fund was gone i asked for an explanation for the overdraft fees and was told although there was no payment paid to qvc my account was overdrawn from the balance or fund reserve made when i tried to reserve the item and theres no limit to how much the bank can charge so the bank has taken two months of my money even if i did not sign up for the debit card overdraft assistance is it legal for the bank to charge a consumer if they did not actually purchase anything it was just an inquiry from qvc if the funds are available and from that initial charge which i did not know they continued to add charges on top every single day until my deposit covered the overdraft balance how can any bank justify this kind of lynching a customer view more","joy","neutral"
"e had a truck loan with sterling bank andthey sold it to bbt with our coupon book it states we have a grace period ofdays until we get a late fee which would be the th or the th of the month bbt has been calling and harassing at the end of the month for the lastmonths i told them what the coupon book said the man was rude and said it didnt matter would you like to have a copy of the coupon i could fax it to you i think they are charging late fees when i have a day grace according to coupon book plus im tired of the rude phone calls and harassment thank you","anger","negative"
"my account was not overdrawn but there were several pos transactions pending to post to the account i rushed getting to the nearest bbt branch and deposited cash to cover the pending transactions plus enough money to get me through to next payday i went home checked my account and pos transactions and my cash deposit showed pending several days later i received a notice stating that my account had been assessedin overdraft fees i called the local branch and spoke with the manager and explained what happened i then politely requested in the interest of good customer relations and common courtesy that she refund myi was advised that the bbt system posts all debits first then the credits regardless whether the transactions are pending on the same date they refused to refund mybecause it was not a banking error even though my cash deposit was sitting in their bank vault while they posted the debits to my accountthrowing it into an overdraft statusthis has created a hardship for me until next payday and has left a very bad taste in my mouth as i feel that bbt has taken advantage of an opportunity to cheat me out ofjust because they could i just wonder how much additional profit they make each year off customers like me view more","joy","neutral"
"we have had an account with bbt for many years over the last few years bbt has continually charged overdraft feesper item and overdraft privilege feesper use by stacking incoming checks in order of the most expensive first in order to use up whatever is in the account and then charge the maximum fees possible for each item they do this even when deposits and checks are posted the very same day they place holds on deposits arbitrarily and capriciously they have changed their interest charges on the overdraft privilege to charge daily instead of monthly without any notice they delay posting deposits online so that you cannot tell what is in your account and what is notall in all this is robbery customers entrust money to banks to protect their deposits not to rob them if bbt wanted to charge for its services it could charge a set monthly fee like any other bank so that customers could judge for themselves how their accounts are doing instead bbt charges by stealth and is a very poorly run regional bank i have significantly reduced my account there in order to limit my exposure to their sharp practices and i seriously question bbts financial soundness hundreds of dollars in overdraft fees have been paid to bbt and they refuse to even negotiate rationally with customers about such feesthey just blame the customer for everything view more","joy","negative"
"too have had problems with bbt about three months ago bbt started charging my overdraft fees on my direct deposits i go to check my balance online and it says that i have a certain amount available but then they charge me for every transaction that i do that day i have complained to the bank about it and they say that they will look into it and then i get a letter in the mail with a transaction history that looks totally different than what i have been printing out on my computer it seems to me that the banks are now using us by charging us these fees just to recoup their losses i would have to say that i have lost close to if notor more over this period just to overdraft fees on money that they have said is available to me","joy","negative"
"y complaint is similar to many other complaints on this site onmy paycheck was direct deposited in the amount ofalso just after midnight onmy husband transferredfrom his bbt account to mine online to cover his portion of our household expenses the morning ofmy account showed a balance of overas it should i used my debit card several times that day paid my mortgage payment also to bbt online and deposited a personal check into my mothers bbt account before pm oni checked my account and discovered that bbt had posted all these items and charged me aoverdraft fee for a check i wrote for my water bill there had been more than enough money to cover all these items withleft over i called bbt onit tookhours to get someone on the phone i spoke to amanda of the teays valley wv branch i told her this fee should not have been charged to my account and i wanted it refunded immediately or i would close my account she began a nonsense explanation about checks being presented before my deposit was made etc when apparently what bbt had done was hold the direct deposit and the transfer until this check was sent through i told her i was not interested in her explanation that bbt had done this to me many times in the past and i had enough she told me she couldnt consider taking the fee off until i listened to her explanation i listenedi then told her again that my position had not changed either the fee came off or my account would be closed she cut me off telling me i would have to speak to the manager then put me on hold she then came back on the line and told me the manager would not take off the fees because the bank was nice enough to send my check through and not return it she said the bank did this as a service and a courtesy to me wow getting ripped off forbuck is now considered a service i told her i would be in the next day to close my account and hung up my credit union doesnt treat me this way so why should i stay with bbtview more","joy","neutral"
"i recently went to bbt to get a mortgage for my first homefirst of all this should have been a red flag scott started listing off names of individuals where i work that he did loans forthe experience was full of disappointment lies and was honestly worse than anything i have experiencedi was lied to about when the appraisal was ordered and i was also lied to about when my loan packet was sent to underwriting scott had ordered my fha case number before we went under contract without bothering to verify that fha would even allow such actionswe found out the day of closing that we would not be able to close because of thisnow had my loan packet been sent to underwriting the week before like i was told it had been this would have been identified earlier and steps could have been taken to resolve the issuebbt submitted a request to cancel my fha case number incorrectlyi am able to go to the hud website to find out how to send a request to cancel a number why cant someone who does this for a living do sowe found out a week later that the request was wrong so we changed lendersbecause of this i am incurring additional expenses that i have sent to bbt for reimbursementthis was totally their fault other than the fact that i went to them to begin withthey refuse to pay any of these fees as well as refuse to give me the insurance information of their errors and omissions policy so that i can contact someone who can help me it is overweeks since i was supposed to close and we cant close because they screwed up so badly that fha wont cancel my case numberi started looking at reviews on bbt once my closing went south and wish i had done so beforehandvery few of the reviews are good or even decentit looks like bbt should have been one of the banks that busted view more","joy","negative"
"have only been with bbt for a couple years but since the first week i was there they have gone out of their way to charge me overdraft charges i have tried to speak with individuals in my local branch just to be told that they were doing me a favor and i should know better and that they werent babysitters and now have tried dealing with the mainnumber for customer servicefirst a rental company had put a hold on my account and it took longer than normal for it to be released i called bbt regarding the hold and charge and was told that when the hold was released all charges associated or caused by the hold would automatically be refunded to my accountdays later when nothing had happened i called again and was told that a form had to be completed and that she would do it for me and that it would be refunded inhours a week later i had to call back again because it still had not been done and it was fixed withinminutes and then they charged mefor having to call the rd time apparently you are only allowedcalls a statement cycle regardless of the reason that was infuriating but onlythan the most recent and i have just been pushed too far i woke up this morning to find aoverdraft charge on my account i looked in detail at my account because it made no sense to me and i added and subtracted all the numbers on my posted transactions and never saw an overdraft so i called i was told that the charges i made on saturday were sent into overdraft because of money i spent on monday after pmthis makes no sense to me i deposited yesterday yes after pm more than enough to cover all the money spent but that was not taken into account because it hasnt officially posted yet but the charges i made that havent posted yet are taken into account and taken out of my balance before the charges that were madedays previouswhich of course sent my account into overdraft but even after thecharge my account was only overdrawn that doesnt make any sense it seems to me that my additions saying i still hadis correct and theirs isnt i am fed up and discouraged that in these financial hard times that a bank or anyone would try to hurt people financially instead of try to help them they are simply getting rich on charging little fees for unnecessary things hoping they wont be noticed and then pushing their customers into being overdrawn however they can justify it so they can charge even bigger fees you cannot use pending charges against the customer but not use pending deposits in their favor its ridiculous and smaller banks are capable of instant availability of funds the only reason i chose them was location but i would rather driveminutes for a decent bankwe are constantly struggling because of the constant charges i am a newly divorced single mother working out of my home and trying to keep my head above water and they have made it impossible for me to get on my feetview more","joy","negative"
"y complaint is regarding how bbt charges overdraft fees onseveral items posted to my account apparently we miscalculated and did overdraw our account instead of charging an overdraft fee on one large transaction they usedsmaller transactions charging usin fees oni depositedbeforepm other transactions also posted onbbt charged me anotherin fees because they posted the transactions prior to the deposit however in an email from them they stated that they post transactions from highest to lowest based on the transaction date if that is the case then they would have charged me one maybe two overdrafts fees notthey totally contradict what they say with what they do and they have only refunded meand refuse to refund more while i understand that i did overdraw the account i do not feel that gives them the right to take advantage of me their practices are unethical if nothing else in these economic times like many people we are surviving thedeposit i made was for a specific bill that i now cannot pay because of what they did i am now a month late of most of all my billsview more","joy","negative"
"m writing this for my mom she was chargedtransaction overdraft fees total ofmy mom always deposits her money on her savings account when she transferred money from savings to checking thetransaction overdraft fees were right away deducted one time she found out that she had negative balance and saw themore overdraft fees atper transaction and more fees for negative balance every two weeks on her checking account we came to the bank to ask for consideration to waive at least part of the overdraft fees the account representative said that she cannot decide and no access in waiving any of the fees and mentioned that we can come back when the manager is there we came the next day the manager was there and she said that she doesnt have authority to waive the fee she called upper management and still said that they cannot waive any fees my mom has enough money in savings account to cover those transactions but bbt said that the accounts are not linked and they cannot touch the money in savings my mom said that when she opens the account they did not mention about the overdraft fee or the overdraft protection my mom requested to close the account but bbt said she cannot until she paid the negative balance the manager of bbt said that she has to pay for the negative balance before she can close the account and they will send to credit bureau the information that she owes money on bbt also she cannot open any bank account and the penalty for negative balance will accumulate until account is close my mom said that she wants to take her money from savings the manger gave her the withdrawal form and after signing the form the manager said that the money will be applied to the negative balance my mom owes bbt let her withdraw the money to pay them it should be in our choice if my mom will pay part of the negative balance and get the money she withdrawn but bbt just did not give the money withdrawn from my moms savings accounti did not write in here that time when it happened my friend just reminded me today because shes having the same issue with bbtview more","joy","negative"
"opened an account recently and it has been a nightmare they dont credit deposits for up tohrs later and they debit everything before allowing deposits to go through so even if you are trying to do the right thing and make a deposit to cover a pending debit you cant i have never experienced a situation like this and am leaving this bank after onlyweeks also their online banking and online bill pay are straight out ofthis has cost us at leasteven when we have tried to make deposits on timesame day only to have everything bounce again","joy","negative"
"in past we were not able to make payment for two months on our mortgage but we are current and paid up due date for the month of march and april the bank recently completed an appraisal of just the property and our loan officer mr joesaid that the appraisal is atbut he did not give us a copy we owe the bankwe do not understand on what grounds the bank feels insecure when there is equity of close toand we are current on all our payments as off today we had a prospect that bought our business on the terms of lease with option to purchase forand made a down payment ofwe will receive a second payment ofon may thunder this deal we showed the willingness on our part to pay off as much as money the bank wants to keep from thison top of this payment we showed the willingness to raise our remaining mortgage payment fromtoa month so that the remainder balances ofgets paid off quicker the bank harassed the buyer and us for good two weeks just to approve our deal at the end the buyer backed out and told us on april ththat mr joe told them that this business is in foreclosure status and the property is recently appraised atmr joe went on to ask the buyer why is he payingwhen it is not even worth that at one stage on april thmr joe told us that how about you drop the sale price of your business toand sell to someone who can pay money right away rather than selling on lease with the option to purchase termswe received foreclosure court papers on april stwhich was a surprise that same day we visited mr joe at bbt bank to understand the reason for foreclosure mr joe gave us the reason that because we have been late few times it cannot provide lending to us anymore even though we are up to date on payments currently we showed eagerness to present our concern to somebody above him who makes the decision mr joe said we need to talk to the banks lawyer jeffbecause they make all lending decision for the bank and he did not know of the person above him at bbt bank that makes this sort of decision we strongly believe that there is unethical practice going on with this issue under the present status of us economy and the credit crunch the banks harassment is an unmanageable nightmare for us can you please help our small family owned business survive this discrimination with such a big equity in our property plus the goodwill value of the business the bank has malicious intentions of making a huge profit by foreclosing with this foreclosure the bank can easily sell this business forand charge all sorts of fees and prepayment penalty which would be aroundthe bank profit more thanout of foreclosure my family can lose everything they we have worked so hard forview more","joy","neutral"
"bbt collects all transactions that occur overnight and over holidays and instead of processing them in the order they come in bbt reorders the debit credit card and checks from largest to smallest and process them before processing the depositsso if the account is drawn down below zero the bank gets to charge the most number of overdraft chargesjust a few weeks ago on a holiday weekend my account was hit with eight overdraft charges ofeach for a total ofwhen i called to complain they credited two of the chargesthis process of reordering transactions is not fairtransactions should be processed in the order they come in including all depositsin my case that would have resulted in only one maybe two overdraft charges view more","joy","negative"
"i realized that i had overdrafted my account oni promptly made a deposit before pm on that day to more than cover the overdraft charge plus the pending transactions made the night before that had not posted to my account yeti was told by a teller and it was written on my receipt that my balance waswhen i checked my account onit was showing overdrawn againi called and was told that because those charges were pending on a day that i was overdrawn it did not matter if there was money in my account on the day that the charge was actually paid out of my accounti would still get overdraft charges for each pending transaction as they cleared my accounti was also told that all banks do this and it was not a new policy i have had this account sinceand was a former employee of the bankneither i nor any of my former coworkers were aware of this practicei then proceeded to call every bank in our city and none of them had the same policythey said it was just bad businessi then went into the bank to close my accounti told the woman that i was willing to pay the first overdraft fee ofeven though the teller had told me that my balance wasand the charge that posted onwasi would also pay to cover the two pending charges againbut i was not paying overdraft charges for those two amounts since i had been in there two days in a row to make deposits to cover all charges and i wanted my account closed i was told that the computers were down and that she would call me back that afternoon but i needed to make my deposit right theni made my deposit and while i was walking by i noticed that she was waiting on another customer and her computer was working just fineshe also never returned my calland i noticed this morning that i had been put back into the negative and charged two more overdraft fees fori was told the policy about how the debit charges are taken out the minute they are swipedthey are paid first by the date swiped and that the deposits are posted last i then asked them why a couple of months ago when i made debit charges over a weekend for very small amounts and then my house payment posted monday at midnight they paid my house payment first and then overdrafted all my small debit charges one wasand charged mein overdraft feesi was only short less thanon my house payment and deserved only one nsf feenow i amoverdrawn when i have made two deposits and they refuse to close my account until it is paidit seems to me that they work their policyhowever it gets them the most feesi live paycheck to paycheck and cannot afford to let aoverdraft cost me view more","joy","negative"
"i went in to the bank to complain about my fees they closed my account in response i actually had not overdrafted on that occasion but was closetheir letter said you have seven days from the date of this letter to withdraw all funds and close the accounti tried to transfer twice to my brokerage during that period and then the evil woman at the bank reversed the transaction which i was clearly directed that i was in the right to doonce again and for the last time they charged me great fees in the processi appealed to the federal reserve consumer complaint department if any bank tries to jerk you around this is the best place to go to get them to do the right thing if someone at a bank wants to abuse their powers please go to the fed and let them take a look at the situation they closed the account withand now there is onlyleftso the damage is aroundhowever this seems to be a clear case of misappropriation when they tell you directly to do something and then roast you in fees for following their directionsview more","joy","negative"
"i have been fighting with this bank ever since it changed over to bbt they hold deposits so they can charge medollars we live on disability we have five kids its hard to make ends meet they know when the money comes in every month so they hold it all till my bills start coming through so they can get their money when it was the home bank i had never but maybe once had a nsf but now its all the time we had lost thousands of dollars to them i have talked till im blue in the face to them about what they do ive had people charge things on my card that i did not do it took an act of god to get my money back i dont know what to do anymore if i change back they do a check on me they will not let me have a account because of all the nsfs so they have you and they know it you have no choice but to stay with them something needs to be done about how the banks are treating the people loss of money to feed my kids or pay a bill or get meds it is very hard to live on disability and take care of my family when you have banks like thisview more","joy","neutral"
"i paid with a paycheck direct deposited as well ascash oni went out on a trip out of town for the weekend because i was paranoid of bbts overdraft fees i continued to check my available not my posted account balance throughout the weekend back home on monday i took my kitten to vet and did a quick check on available balance to make sure i had enough money left to grab some breakfast while out the account balance wasi also had an electronic deposit that should have gone in on tuesday morning ofthe available funds and this should have been a pending deposit i would have more than covered debits still outstanding one paper check outstanding and that starbucks breakfast i was back to work on tuesday and as i pulled into the parking lot i got a text from bbt telling me i am alreadyin the red from nsf fees debits totalingfrom the past weekends gas and go on the road to nashville were taken out as was a fee for each of thosedebits now last time i checkedis more thanand adeposit is a whole lot more so this math comes into play where i called bbts uselessnumber and talked to some idiot who told me that my cash deposit ofmade ondid not go in until tuesday and i wasdown all weekend well since i had a deposit pending it should have not made a difference by the way where is thatthe bbt representative couldnt tell me not a clue they told me to call whoever was depositing the funds and ask them i had already done that i sent to bbt ach on monday marchi waited one more day to see what would happen all hell broke loose on my account today thedeposit hit and bbt immediately seized every bit of that to paymore debits outstanding and anotherin overdraft fees so we are at a total ofin nsf fees so far so this time i called the local branch the first person i spoke with was useless and acted like she couldnt care less about my situation she then told me i would need to speak to a sandya relationship banker and she would have her call me back she did return my call and i have to say was a very nice woman who seemed very sympathetic however she did tell me that i was making a huge mistake by going by my available balance on my account i advised her that bbt representatives told me that this balance is always correct unless you have paper checks outstanding she said that is not true that the information on phone and online is never accurate and only i can keep up with a truly available balance this makes no sense to me whatsoever as i come from years with a credit union who always advised to look at your available balance daily she said there was not really much she could do to help me but since the fees were so much and only going to increase i have astarbucks debit and aitunes debit outstanding which meansmore in nsf fees as well as acollection fee charged everydays that the account is in the red she would see if she could get me anything credited back but did tell me that it was strict bbt policy that they only refunded tried and true bank error and this was not their error even though i was balancing my account the way their representatives online on the phone and a teller in her branch had advised me to do she called back sometime later to apologize but said there was nothing that could be done no refund and fees would continue to add up until i paid them off i did an online membership application for a local credit union immediately and got an acceptance email abouthours later i am going today to open an account with them back where i know what the heck is going on i have never had a checking account with a bank ive used credit union all my life now i know why this is pathetic these people should be put out of business and i urge any and everyone reading this to avoid doing business with these people i had a car loan with them in the past and they were great to deal with apparently it only gets bad when you give them access to your paycheckview more","joy","negative"
"i was charged an exorbitant fee for aoverdraft from bbt i need my fee to be returned for me that day it was to eat or to starve i choose to eat and they are making me payextra i do not have the funds right now to deal with this i do not have a job and now i cannot do anything financially until they reverse the fees","unknown","negative"
"i am running around in circles trying to get some results dealing with these people to no avail i even complained to the better business bureau twice but all they do is forward the complaint to the company to investigate itself which is of course a complete waste of timein a nutshell they are charging me excessive unwarranted overdraft fees constantly and it is breaking my back they rearrange transactions to maximize fees contradict themselves continually in their written responses to me i have plenty of documentation dodge answering any of my questions directly but none of it matters because i cant get anyone to take my side and battle thisthe crux of my complaint stems from three basic practices they have all of which serve to maximize profit lets say you havein your account and make adebit card transaction then adebit card transaction you would expect to be charged one overdraft fee for the second item however what they do is a put theitem on hold then b post theitem bringing your available balance to negativethen c post thetransaction which because your available balance was negativeat the time means you owe two overdraft fees not one lets say you post atransaction on the st of the month to your debit card atransaction on the nd atransaction on the rd and then atransaction on the th very mysteriously thetransaction will always clear before the other three if your balance is less than what it would take to cover all four this way they are able to charge you four overdraft fees rather than just one most maddening is a scenario ive just run into for the first time here in the the past few days i deposit acheck nobody says anything to me about availabilityim able to use my card just fine two days later they get around to sending out a letter saying thatof this check is being put on hold for five daysyet not only do all of the transactions ive already made now get charged overdraft fees my card continues to work just fine for the next day and a half until i get this letter and go through the roof because nothing was done at the time the letter was sent either to block my card from using this unavailable money naturally these transactions all went through as did a whole slew of additional overdraft fees view more","joy","negative"
"this is the email i received from the bank when i asked about my overdraft fee i made the deposit in question atam on the date in questionthank you for contacting bbt email support concerning the reversal of an overdraft fee on your checking account endingafter posting onyour account balance wasthe following items posted to your account once your account balance became negative your branch paid the items and charged aoverdraft fee per item your account balance at the close of business onwas negativetransactions continue to be processed on business days mondayfriday however each processing day now has two groups of transactions a prior day transaction would be considered a transaction that was initiated beforepm the previous business day a current day transaction would be considered a transaction that was initiated afterpm the previous business day until the current business day atpmtransactions will post as followsprior day transactions highest to lowestdeposits made beforepm that business daycurrent day transactions highest to lowest funds from checks deposited in a bbt financial center that are not drawn on bbt will be available to pay items presented on the next business day following the business day of your deposit as a courtesy to you the firstof your total check deposit made at a bbt financial center on a business day will be available to you on that same business day direct deposited checks and cash will always be credited on the same business day example if a deposit is made beforepm ona courtesy credit up towill be given for the deposit and will be included in that nights posting between midnight andam the remaining amount of the deposit will be credited to your account onduring posting between midnight andambased on this information the overdraft fee is correct we apologize for the inconvenience but we are unable to refund fees unless a bank error has occurred once again bbt offers clients several easy options for preparingtaxes using the bestsellingrated turbotax in addition to the full lineup of turbotax onlinesm products bbt also offers turbotax federal free edition onlinesm and the ability to download turbotax products to your home computerthey gave me anotherfee on the th without anything going through my account i made a deposit to cover my charges but they in turn put the charge through before the credit didnt bank of america get sued over thatview more","joy","negative"
"i have had two incidences of fraudulent charges with my debit card which were resolved and the overdraft fees credited back to my account the exception was the most recent incident when apparently both the bank and the merchant credited my account i was not aware of this bbt waited almost one month when my account balance was low and without notifying me reversed their credit which wiped me out and resulted in a negative balance ofi have been trying for approximatelydays to get them to waive these fees and allow me to close the account but they will not do i have watched them over the past year hold my deposits including cash deposits and payroll checks drawn on their own bank and process smaller charges resulting in overdraft fees i feel that in a circumstance like this reversal i should have been notified and given the opportunity to make a deposit instead of being wiped out and sent a post card in the mail this has resulted inin revenue to the bank money that i do not have available to repay i am in the process of securing a government position which requires a security clearance and they want to report me to the credit bureau which will have a negative impact on my application and could result in losing a job i live from paycheck to paycheck i am diabetic with no health insurance and this also causes a serious financial burden to me view more","joy","negative"
"have an account in your bank with my son which i opened at your spartanburg office back in aug of this year the account was created by a man named travis at your westgate branch and i am now understanding he may have been new to your corporation the account was created as a custodial because we were under the impression that was the only choice he had and we were told he could later open a savings account to go with it we were also told he would be able to apply for a credit card with my credit since he wasbut later found that to be incorrect also he would need to bethe first month went great and my son gary opened a savings account with travis and i was called to come in and sign the required paperwork to complete the savings i explained i would come in at my lunch hour and sign the required documents travis call and told me he was going to lunch but to meet some lady not sure of her name but autumn or something of that nature was her name when i got to the bank the teller took me to the door or the correct person she sits first office on right when you walk into the bank and she explained she new nothing about what i was there for the teller looked around in travis office and then we saw a folder on the chair in the waiting room with a child and guess what it was all my private information just left out for anyone who wanted to see it i was late at this point so i signed the papers and returned to work late in the week we noticed the savings did not link to the checking and my son had no access to view his account information and we went into the branch to discuss this with travis again he gave me thenumber from hell and said he had no dealing with the online system and told me i lied about him leaving my papers out in the open which later he did admit to doing which is the only reason i had not filed a formal complaint i later found out your great person was incorrect again and we were set up the wrong account so my son would need my user name and password to log in and see his information i have also spoke with robregarding all the issues above and to many more to detail or even keep rehashingthis morning there was another issue and it was much bigger and worse than the rest of them if you can believe it gary received a text that he wasnegative due to an overdraft on yesterday first it said he over drafted roughlyand was hitoverdrafts fee for a total ofi do not see how this is possible if he had a savings account with the funds there to cover and he had over draft protection or that is what we were told again he had also received a text the morning of the th showing he haddollars available before debitingi am very confused and upset dealing with the bank has been worse than dealing with a used car lot i called rob c this morning and was told he would get back to me and i had to call him after lunch only to learn he had not even looked at it and he was pretty rude about when he would we were lied to about everything to make your bank sound great and now there is nothing but the lies left and a huge fee we should not be responsible for i am requesting you reverse this fee and allow us to remove our funds from savings and make a clean brake from your branch it is the least you can do for leaving all my private information available to anyone in your bank i am sure you could review your tapes from the day i signed the paper work to verify my story i am in contact now with other banks to move my boat loan as well so you will not need to deal me or my business or as it turns out many coworkers here at adidas who also can not believe thisthank you very much for your time and understanding i look forward to hearing from you my direct cell line this is my last try to get help before i contact fox carolina and let them to some research for me since it really appears that bbt does not care about the little guy only the number of accountsview more","joy","neutral"
"our checking account has been chargedin overdraft fees on nov th for transactions via our visa atm card nov th is also the same day that our social security retirement check was deposited via direct deposit upon discussion with the bank officer we were told no credit would be given for these charges since the charges were made on novandbut were not posted until nov th is it legal for the bank to reach back to charges made on prior days to create overdrafts on the same day as a direct deposit is made we thought the posting date is what governs it is certainly the posting date when a deposit is made the bank wont reach back even to the day before if their policy is to post deposits made after pm the next business day also this seems to be a vindictive thing too in april the same bank made an error on our account attempting to withdraw funds from a cd and transfer to our checking account the teller made the deposit back into the cd this caused overdraft charges returned payments from other financial institutions including our mortgage etc as a result of all that chaos apparently the bank officer put a no courtesy refund of overdraft chargesmust be bank error only on our account so it seems the bank is getting back at us now","anger","negative"
"i am leading a campaign against bbtanyone that has a legitimate complaint you can contact the north carolina commissioner of banks for action to be takenbbts headquarters are based out of north carolina so you must file in that statego toand click on the consumer assistance tab and a then click on complaint information from the drop down tabthen select how to file a complaintfrom there click on consumer complain formfill out the formwhen you are finished click on continue and you will be asked to print the form sign it and either mail or fax it to the commissioneri figure if enough complaints come through their office about bbt then they will have to take actionadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","unknown","negative"
"we suddenly discovered that this bank holds deposits up for dayseven though we have a receipt for a specific day to let checks come in since we are living close to the edge sometimes our checks are coming in however we always make a deposit first so that enough money is their to cover all outstading checks they dont send a bounced check notice they simply continue deduckting incoming checks even though a deposit has been made naturally your account runs out of moneythey keep deducting each check even though its now in the negative then they show your depositit might have been sitting their for daysand beging charging usfor each over draft however the money was their they just refused to add it to your account until after they had run through all your current money in your account we told them we never received a bounced check notice and they addmitted we would not have because the money was there ready for depositthen how can you chage usfor each instancethere answer wasthats the way we do it now we were never informed of this change in policy its unethical unfair and just plain stealing we are the type of people that trusted the bank and did not regularly check our statement therefore this stealing no doubt has been going on awhile without our knowledge we are cancelling our account ofcourse and went to a credit union where they were shocked to here about this practice at bbt this last episode cost useven though we had previously deposited enough money to cover our debts yet their accounting system had not ackowledged itadsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","negative"
"i have been charged with overdraft fees on three different occassions causing me to lose money that made me become late on paying bills that were due we have a very fixed income and can not throw money away like this they hold transactions in pending purposely to post when they want to adsbygooglewindowadsbygooglepushparams googleadchannel googleadclient capubgoogleadtype textgoogleoverrideformat truegooglecolorlink bagooglecolortext googlecolorbg fffgooglecolorurl","joy","neutral"
"i have had a bank account with bbt for almost ten years at some point in october ofthey started charging my checking accounta month for a service called the plus packagei have never knowingly signed up for this package and to my knowledge ever authorized them to sign me up for this package as it consists of a group of insurance products that i dont need or wanti have never received any information regarding my coverage etc related to this insurancei had inquired about some of their fees before and was told it was either an atm fee or may have been a fee for a low account balancein august ofi reviewed a group of my statements and noticed this fee had been charged every month as far back as i could goso i inquired with bbt and they told me that it was for the plus package that consists of some insurance coveragei explained to the representative that i was not aware i was being charged an extra fee for this service that i was not aware of being signed up fori asked the representative to provide me with proof that i gave them consent to charge me this fee and they referred me to the tysonsecho hills branch office where oni requested they send me this document in the mail and was assured that they had put the document in the mailoni inquired about the document as i still had not received it and they assured me it was sent however i insisted that they send me another copy as it obviously does not take three weeks to get something in the mailoni called the tysonsecho hills branch office and spoke to virginia a customer service representativei inquired about this document and she explained to me that they do not have the documenti have spent hours of time trying to get a refund for this so called product and bbt the representatives at bbt dont even seem to have this word in their vocabularyi have also found that the insurance company that bbt uses for thisthe affinion group has been the subject of many other complaints that mirror my complaint where people have been charged a periodic fee for something they never signed up forinthey settled withstates formillion dollars for deceptive marketing that seems to be an exact mirror of what i have experience","sadness","negative"
"i called the bank several times to get clarification regarding the debit card policies and writing checksi was told that debit cards puchases come out immediatelywhen i went online i could see the charges had indeeded been subtracted from my accountrecently i went out of town due to an emergency and monitored my account dailyi was seeing my debit purchases were being accounted for holding in my pending transaction and they were subtracted from my balancei felt i knew how much i had left to usethis happened over weekend so at the close of monday a check came in that i forget i wroteso i told the banki did not mind paying to the one check that should have balanced as it was a check not a debitremember the branch managercindy bryant told me the debits were immediateat the close of the daymonday i was chargedfordebits and two checksone debit amount was","joy","negative"
